cat_middle,cat_3,code_icd10_p,code_icd10,codename_high,codename,code_icd9
Y10－Y34,Y26,Y26.X1,Y26X1,NA,煙，火及び火炎への曝露，不慮か故意か決定されないもの；居住施設,
Y10－Y34,Y26,Y26.X2,Y26X2,NA,煙，火及び火炎への曝露，不慮か故意か決定されないもの；学校，施設及び公共の地域,
Y10－Y34,Y26,Y26.X3,Y26X3,NA,煙，火及び火炎への曝露，不慮か故意か決定されないもの；スポーツ施設及び競技施設,
Y10－Y34,Y26,Y26.X4,Y26X4,NA,煙，火及び火炎への曝露，不慮か故意か決定されないもの；街路及びハイウェイ,
Y10－Y34,Y26,Y26.X5,Y26X5,NA,煙，火及び火炎への曝露，不慮か故意か決定されないもの；商業及びサービス施設,
Y10－Y34,Y26,Y26.X6,Y26X6,NA,煙，火及び火炎への曝露，不慮か故意か決定されないもの；工業用地域及び建築現場,
Y10－Y34,Y26,Y26.X7,Y26X7,NA,煙，火及び火炎への曝露，不慮か故意か決定されないもの；農場,
Y10－Y34,Y26,Y26.X8,Y26X8,NA,煙，火及び火炎への曝露，不慮か故意か決定されないもの；その他の明示された場所,
Y10－Y34,Y26,Y26.X9,Y26X9,NA,煙，火及び火炎への曝露，不慮か故意か決定されないもの；詳細不明の場所,
Y10－Y34,Y27,Y27,Y27,NA,スチーム，高温蒸気及び高温物体との接触，不慮か故意か決定されないもの,
Y10－Y34,Y27,Y27.X0,Y27X0,NA,スチーム，高温蒸気及び高温物体との接触，不慮か故意か決定されないもの；家（庭）,
Y10－Y34,Y27,Y27.X1,Y27X1,NA,スチーム，高温蒸気及び高温物体との接触，不慮か故意か決定されないもの；居住施設,
Y10－Y34,Y27,Y27.X2,Y27X2,NA,スチーム，高温蒸気及び高温物体との接触，不慮か故意か決定されないもの；学校，施設及び公共の地域,
Y10－Y34,Y27,Y27.X3,Y27X3,NA,スチーム，高温蒸気及び高温物体との接触，不慮か故意か決定されないもの；スポーツ施設及び競技施設,
Y10－Y34,Y27,Y27.X4,Y27X4,NA,スチーム，高温蒸気及び高温物体との接触，不慮か故意か決定されないもの；街路及びハイウェイ,
Y10－Y34,Y27,Y27.X5,Y27X5,NA,スチーム，高温蒸気及び高温物体との接触，不慮か故意か決定されないもの；商業及びサービス施設,
Y10－Y34,Y27,Y27.X6,Y27X6,NA,スチーム，高温蒸気及び高温物体との接触，不慮か故意か決定されないもの；工業用地域及び建築現場,
Y10－Y34,Y27,Y27.X7,Y27X7,NA,スチーム，高温蒸気及び高温物体との接触，不慮か故意か決定されないもの；農場,
Y10－Y34,Y27,Y27.X8,Y27X8,NA,スチーム，高温蒸気及び高温物体との接触，不慮か故意か決定されないもの；その他の明示された場所,
Y10－Y34,Y27,Y27.X9,Y27X9,NA,スチーム，高温蒸気及び高温物体との接触，不慮か故意か決定されないもの；詳細不明の場所,
Y10－Y34,Y28,Y28,Y28,NA,鋭利な物体との接触，不慮か故意か決定されないもの,
Y10－Y34,Y28,Y28.X0,Y28X0,NA,鋭利な物体との接触，不慮か故意か決定されないもの；家（庭）,
Y10－Y34,Y28,Y28.X1,Y28X1,NA,鋭利な物体との接触，不慮か故意か決定されないもの；居住施設,
Y10－Y34,Y28,Y28.X2,Y28X2,NA,鋭利な物体との接触，不慮か故意か決定されないもの；学校，施設及び公共の地域,
Y10－Y34,Y28,Y28.X3,Y28X3,NA,鋭利な物体との接触，不慮か故意か決定されないもの；スポーツ施設及び競技施設,
Y10－Y34,Y28,Y28.X4,Y28X4,NA,鋭利な物体との接触，不慮か故意か決定されないもの；街路及びハイウェイ,
Y10－Y34,Y28,Y28.X5,Y28X5,NA,鋭利な物体との接触，不慮か故意か決定されないもの；商業及びサービス施設,
Y10－Y34,Y28,Y28.X6,Y28X6,NA,鋭利な物体との接触，不慮か故意か決定されないもの；工業用地域及び建築現場,
Y10－Y34,Y28,Y28.X7,Y28X7,NA,鋭利な物体との接触，不慮か故意か決定されないもの；農場,
Y10－Y34,Y28,Y28.X8,Y28X8,NA,鋭利な物体との接触，不慮か故意か決定されないもの；その他の明示された場所,
Y10－Y34,Y28,Y28.X9,Y28X9,NA,鋭利な物体との接触，不慮か故意か決定されないもの；詳細不明の場所,
Y10－Y34,Y29,Y29,Y29,NA,鈍器との接触，不慮か故意か決定されないもの,
Y10－Y34,Y29,Y29.X0,Y29X0,NA,鈍器との接触，不慮か故意か決定されないもの；家（庭）,
Y10－Y34,Y29,Y29.X1,Y29X1,NA,鈍器との接触，不慮か故意か決定されないもの；居住施設,
Y10－Y34,Y29,Y29.X2,Y29X2,NA,鈍器との接触，不慮か故意か決定されないもの；学校，施設及び公共の地域,
Y10－Y34,Y29,Y29.X3,Y29X3,NA,鈍器との接触，不慮か故意か決定されないもの；スポーツ施設及び競技施設,
Y10－Y34,Y29,Y29.X4,Y29X4,NA,鈍器との接触，不慮か故意か決定されないもの；街路及びハイウェイ,
Y10－Y34,Y29,Y29.X5,Y29X5,NA,鈍器との接触，不慮か故意か決定されないもの；商業及びサービス施設,
Y10－Y34,Y29,Y29.X6,Y29X6,NA,鈍器との接触，不慮か故意か決定されないもの；工業用地域及び建築現場,
Y10－Y34,Y29,Y29.X7,Y29X7,NA,鈍器との接触，不慮か故意か決定されないもの；農場,
Y10－Y34,Y29,Y29.X8,Y29X8,NA,鈍器との接触，不慮か故意か決定されないもの；その他の明示された場所,
Y10－Y34,Y29,Y29.X9,Y29X9,NA,鈍器との接触，不慮か故意か決定されないもの；詳細不明の場所,
Y10－Y34,Y30,Y30,Y30,NA,高所からの転落，飛び降り又は押され，不慮か故意か決定されないもの,
Y10－Y34,Y30,Y30.X0,Y30X0,NA,高所からの転落，飛び降り又は押され，不慮か故意か決定されないもの；家（庭）,
Y10－Y34,Y30,Y30.X1,Y30X1,NA,高所からの転落，飛び降り又は押され，不慮か故意か決定されないもの；居住施設,
Y10－Y34,Y30,Y30.X2,Y30X2,NA,高所からの転落，飛び降り又は押され，不慮か故意か決定されないもの；学校，施設及び公共の地域,
Y10－Y34,Y30,Y30.X3,Y30X3,NA,高所からの転落，飛び降り又は押され，不慮か故意か決定されないもの；スポーツ施設及び競技施設,
Y10－Y34,Y30,Y30.X4,Y30X4,NA,高所からの転落，飛び降り又は押され，不慮か故意か決定されないもの；街路及びハイウェイ,
Y10－Y34,Y30,Y30.X5,Y30X5,NA,高所からの転落，飛び降り又は押され，不慮か故意か決定されないもの；商業及びサービス施設,
Y10－Y34,Y30,Y30.X6,Y30X6,NA,高所からの転落，飛び降り又は押され，不慮か故意か決定されないもの；工業用地域及び建築現場,
Y10－Y34,Y30,Y30.X7,Y30X7,NA,高所からの転落，飛び降り又は押され，不慮か故意か決定されないもの；農場,
Y10－Y34,Y30,Y30.X8,Y30X8,NA,高所からの転落，飛び降り又は押され，不慮か故意か決定されないもの；その他の明示された場所,
Y10－Y34,Y30,Y30.X9,Y30X9,NA,高所からの転落，飛び降り又は押され，不慮か故意か決定されないもの；詳細不明の場所,
Y10－Y34,Y31,Y31,Y31,NA,移動中の物体の前又は中への転落，横臥又は走り込み，不慮か故意か決定されないもの,
Y10－Y34,Y31,Y31.X0,Y31X0,NA,移動中の物体の前又は中への転落，横臥又は走り込み，不慮か故意か決定されないもの；家（庭）,
Y10－Y34,Y31,Y31.X1,Y31X1,NA,移動中の物体の前又は中への転落，横臥又は走り込み，不慮か故意か決定されないもの；居住施設,
Y10－Y34,Y31,Y31.X2,Y31X2,NA,移動中の物体の前又は中への転落，横臥又は走り込み，不慮か故意か決定されないもの；学校，施設及び公共の地域,
Y10－Y34,Y31,Y31.X3,Y31X3,NA,移動中の物体の前又は中への転落，横臥又は走り込み，不慮か故意か決定されないもの；スポーツ施設及び競技施設,
Y10－Y34,Y31,Y31.X4,Y31X4,NA,移動中の物体の前又は中への転落，横臥又は走り込み，不慮か故意か決定されないもの；街路及びハイウェイ,
Y10－Y34,Y31,Y31.X5,Y31X5,NA,移動中の物体の前又は中への転落，横臥又は走り込み，不慮か故意か決定されないもの；商業及びサービス施設,
Y10－Y34,Y31,Y31.X6,Y31X6,NA,移動中の物体の前又は中への転落，横臥又は走り込み，不慮か故意か決定されないもの；工業用地域及び建築現場,
Y10－Y34,Y31,Y31.X7,Y31X7,NA,移動中の物体の前又は中への転落，横臥又は走り込み，不慮か故意か決定されないもの；農場,
Y10－Y34,Y31,Y31.X8,Y31X8,NA,移動中の物体の前又は中への転落，横臥又は走り込み，不慮か故意か決定されないもの；その他の明示された場所,
Y10－Y34,Y31,Y31.X9,Y31X9,NA,移動中の物体の前又は中への転落，横臥又は走り込み，不慮か故意か決定されないもの；詳細不明の場所,
Y10－Y34,Y32,Y32,Y32,NA,モーター車両の衝突，不慮か故意か決定されないもの,
Y10－Y34,Y32,Y32.X0,Y32X0,NA,モーター車両の衝突，不慮か故意か決定されないもの；家（庭）,
Y10－Y34,Y32,Y32.X1,Y32X1,NA,モーター車両の衝突，不慮か故意か決定されないもの；居住施設,
Y10－Y34,Y32,Y32.X2,Y32X2,NA,モーター車両の衝突，不慮か故意か決定されないもの；学校，施設及び公共の地域,
Y10－Y34,Y32,Y32.X3,Y32X3,NA,モーター車両の衝突，不慮か故意か決定されないもの；スポーツ施設及び競技施設,
Y10－Y34,Y32,Y32.X4,Y32X4,NA,モーター車両の衝突，不慮か故意か決定されないもの；街路及びハイウェイ,
Y10－Y34,Y32,Y32.X5,Y32X5,NA,モーター車両の衝突，不慮か故意か決定されないもの；商業及びサービス施設,
Y10－Y34,Y32,Y32.X6,Y32X6,NA,モーター車両の衝突，不慮か故意か決定されないもの；工業用地域及び建築現場,
Y10－Y34,Y32,Y32.X7,Y32X7,NA,モーター車両の衝突，不慮か故意か決定されないもの；農場,
Y10－Y34,Y32,Y32.X8,Y32X8,NA,モーター車両の衝突，不慮か故意か決定されないもの；その他の明示された場所,
Y10－Y34,Y32,Y32.X9,Y32X9,NA,モーター車両の衝突，不慮か故意か決定されないもの；詳細不明の場所,
Y10－Y34,Y33,Y33,Y33,NA,その他の明示された事件，不慮か故意か決定されないもの,
Y10－Y34,Y33,Y33.X0,Y33X0,NA,その他の明示された事件，不慮か故意か決定されないもの；家（庭）,
Y10－Y34,Y33,Y33.X1,Y33X1,NA,その他の明示された事件，不慮か故意か決定されないもの；居住施設,
Y10－Y34,Y33,Y33.X2,Y33X2,NA,その他の明示された事件，不慮か故意か決定されないもの；学校，施設及び公共の地域,
Y10－Y34,Y33,Y33.X3,Y33X3,NA,その他の明示された事件，不慮か故意か決定されないもの；スポーツ施設及び競技施設,
Y10－Y34,Y33,Y33.X4,Y33X4,NA,その他の明示された事件，不慮か故意か決定されないもの；街路及びハイウェイ,
Y10－Y34,Y33,Y33.X5,Y33X5,NA,その他の明示された事件，不慮か故意か決定されないもの；商業及びサービス施設,
Y10－Y34,Y33,Y33.X6,Y33X6,NA,その他の明示された事件，不慮か故意か決定されないもの；工業用地域及び建築現場,
Y10－Y34,Y33,Y33.X7,Y33X7,NA,その他の明示された事件，不慮か故意か決定されないもの；農場,
Y10－Y34,Y33,Y33.X8,Y33X8,NA,その他の明示された事件，不慮か故意か決定されないもの；その他の明示された場所,
Y10－Y34,Y33,Y33.X9,Y33X9,NA,その他の明示された事件，不慮か故意か決定されないもの；詳細不明の場所,
Y10－Y34,Y34,Y34,Y34,NA,詳細不明の事件，不慮か故意か決定されないもの,
Y10－Y34,Y34,Y34.X0,Y34X0,NA,詳細不明の事件，不慮か故意か決定されないもの；家（庭）,
Y10－Y34,Y34,Y34.X1,Y34X1,NA,詳細不明の事件，不慮か故意か決定されないもの；居住施設,
Y10－Y34,Y34,Y34.X2,Y34X2,NA,詳細不明の事件，不慮か故意か決定されないもの；学校，施設及び公共の地域,
Y10－Y34,Y34,Y34.X3,Y34X3,NA,詳細不明の事件，不慮か故意か決定されないもの；スポーツ施設及び競技施設,
Y10－Y34,Y34,Y34.X4,Y34X4,NA,詳細不明の事件，不慮か故意か決定されないもの；街路及びハイウェイ,
Y10－Y34,Y34,Y34.X5,Y34X5,NA,詳細不明の事件，不慮か故意か決定されないもの；商業及びサービス施設,
Y10－Y34,Y34,Y34.X6,Y34X6,NA,詳細不明の事件，不慮か故意か決定されないもの；工業用地域及び建築現場,
Y10－Y34,Y34,Y34.X7,Y34X7,NA,詳細不明の事件，不慮か故意か決定されないもの；農場,
Y10－Y34,Y34,Y34.X8,Y34X8,NA,詳細不明の事件，不慮か故意か決定されないもの；その他の明示された場所,
Y10－Y34,Y34,Y34.X9,Y34X9,NA,詳細不明の事件，不慮か故意か決定されないもの；詳細不明の場所,
Y35－Y36,Y35,Y35,Y35,NA,法的介入,
Y35－Y36,Y35,Y35.0,Y350,NA,銃器による法的介入,
Y35－Y36,Y35,Y35.1,Y351,NA,爆発物による法的介入,
Y35－Y36,Y35,Y35.2,Y352,NA,ガスによる法的介入,
Y35－Y36,Y35,Y35.3,Y353,NA,鈍器による法的介入,
Y35－Y36,Y35,Y35.4,Y354,NA,鋭利な物体による法的介入,
Y35－Y36,Y35,Y35.5,Y355,NA,合法的処刑,
Y35－Y36,Y35,Y35.6,Y356,NA,その他の明示された手段による法的介入,
Y35－Y36,Y35,Y35.7,Y357,NA,法的介入，詳細不明の手段,
Y35－Y36,Y36,Y36,Y36,NA,戦争行為,
Y35－Y36,Y36,Y36.0,Y360,NA,海兵器の爆発を伴う戦争行為,
Y35－Y36,Y36,Y36.1,Y361,NA,航空機破壊を伴う戦争行為,
Y35－Y36,Y36,Y36.2,Y362,NA,その他の爆発及び破片を伴う戦争行為,
Y35－Y36,Y36,Y36.3,Y363,NA,火事，火災及び高温物質を伴う戦争行為,
Y35－Y36,Y36,Y36.4,Y364,NA,銃器及びその他の通常の戦闘を伴う戦争行為,
Y35－Y36,Y36,Y36.5,Y365,NA,核兵器を伴う戦争行為,
Y35－Y36,Y36,Y36.6,Y366,NA,生物学的兵器を伴う戦争行為,
Y35－Y36,Y36,Y36.7,Y367,NA,化学兵器及びその他の非通常戦闘を伴う戦争行為,
Y35－Y36,Y36,Y36.8,Y368,NA,停戦後に生じた戦争行為,
Y35－Y36,Y36,Y36.9,Y369,NA,戦争行為，詳細不明,
Y40－Y59,Y40,Y40,Y40,NA,全身性抗生物質,
Y40－Y59,Y40,Y40.0,Y400,NA,ペニシリン系,
Y40－Y59,Y40,Y40.1,Y401,NA,セファロスポリン系及びその他のベータラクタム系抗生物質,
Y40－Y59,Y40,Y40.2,Y402,NA,クロラムフェニコール系,
Y40－Y59,Y40,Y40.3,Y403,NA,マクロライド系,
Y40－Y59,Y40,Y40.4,Y404,NA,テトラサイクリン系,
Y40－Y59,Y40,Y40.5,Y405,NA,アミノグリコシド系,
Y40－Y59,Y40,Y40.6,Y406,NA,リファマイシン系,
Y40－Y59,Y40,Y40.7,Y407,NA,全身性抗真菌性抗生物質,
Y40－Y59,Y40,Y40.8,Y408,NA,その他の全身性抗生物質,
Y40－Y59,Y40,Y40.9,Y409,NA,全身性抗生物質，詳細不明,
Y40－Y59,Y41,Y41,Y41,NA,その他の全身性抗感染薬及び抗寄生虫薬,
Y40－Y59,Y41,Y41.0,Y410,NA,サルファ剤,
Y40－Y59,Y41,Y41.1,Y411,NA,抗ミコバクテリア薬,
Y40－Y59,Y41,Y41.2,Y412,NA,抗マラリア薬及びその他の血液寄生性原虫類に作用する薬物,
Y40－Y59,Y41,Y41.3,Y413,NA,その他の抗原虫薬,
Y40－Y59,Y41,Y41.4,Y414,NA,駆虫薬,
Y40－Y59,Y41,Y41.5,Y415,NA,抗ウイルス薬,
Y40－Y59,Y41,Y41.8,Y418,NA,その他の明示された全身性抗感染薬及び抗寄生虫薬,
Y40－Y59,Y41,Y41.9,Y419,NA,全身性抗感染薬及び抗寄生虫薬，詳細不明,
Y40－Y59,Y42,Y42,Y42,NA,ホルモン類及びその合成代替薬及び拮抗薬，他に分類されないもの,
Y40－Y59,Y42,Y42.0,Y420,NA,グルコ＜糖質＞コルチコイド類及びその合成類似薬,
Y40－Y59,Y42,Y42.1,Y421,NA,甲状腺ホルモン及びその代替薬,
Y40－Y59,Y42,Y42.2,Y422,NA,抗甲状腺薬,
Y40－Y59,Y42,Y42.3,Y423,NA,インスリン及び経口血糖降下薬［抗糖尿病薬］,
Y40－Y59,Y42,Y42.4,Y424,NA,経口避妊薬,
Y40－Y59,Y42,Y42.5,Y425,NA,その他の卵胞ホルモン類及び黄体ホルモン類,
Y40－Y59,Y42,Y42.6,Y426,NA,抗性腺刺激ホルモン類，抗卵胞ホルモン類及び抗男性ホルモン類，他に分類されないもの,
Y40－Y59,Y42,Y42.7,Y427,NA,男性ホルモン類及びタンパク＜蛋白＞同化作用薬,
Y40－Y59,Y42,Y42.8,Y428,NA,その他及び詳細不明のホルモン類及びその合成代替薬,
Y40－Y59,Y42,Y42.9,Y429,NA,その他及び詳細不明のホルモン拮抗薬,
Y40－Y59,Y43,Y43,Y43,NA,主として全身に作用する薬物,
Y40－Y59,Y43,Y43.0,Y430,NA,抗アレルギー薬及び制吐薬,
Y40－Y59,Y43,Y43.1,Y431,NA,抗腫瘍性代謝拮抗薬,
Y40－Y59,Y43,Y43.2,Y432,NA,抗腫瘍性天然物,
Y40－Y59,Y43,Y43.3,Y433,NA,その他の抗腫瘍薬,
Y40－Y59,Y43,Y43.4,Y434,NA,免疫抑制薬,
Y40－Y59,Y43,Y43.5,Y435,NA,酸性化及びアルカリ化剤,
Y40－Y59,Y43,Y43.6,Y436,NA,酵素類，他に分類されないもの,
Y40－Y59,Y43,Y43.8,Y438,NA,主として全身に作用するその他の薬物，他に分類されないもの,
Y40－Y59,Y43,Y43.9,Y439,NA,主として全身に作用する薬物，詳細不明,
Y40－Y59,Y44,Y44,Y44,NA,主として血液成分に作用する薬物,
Y40－Y59,Y44,Y44.0,Y440,NA,鉄製剤及びその他の抗ヘモグロビン＜血色素＞減少性貧血製剤,
Y40－Y59,Y44,Y44.1,Y441,NA,ビタミンB12，葉酸及びその他の抗赤芽球性貧血製剤,
Y40－Y59,Y44,Y44.2,Y442,NA,抗血液凝固薬,
Y40－Y59,Y44,Y44.3,Y443,NA,抗血液凝固薬拮抗薬，ビタミンK及びその他の血液凝固薬,
Y40－Y59,Y44,Y44.4,Y444,NA,抗血栓薬［血小板凝集阻害薬］,
Y40－Y59,Y44,Y44.5,Y445,NA,血栓溶解薬,
Y40－Y59,Y44,Y44.6,Y446,NA,血液及び血液分画製剤,
Y40－Y59,Y44,Y44.7,Y447,NA,血漿代替物,
Y40－Y59,Y44,Y44.9,Y449,NA,血液成分に作用するその他及び詳細不明の薬物,
Y40－Y59,Y45,Y45,Y45,NA,鎮痛薬，解熱薬及び抗炎症薬,
Y40－Y59,Y45,Y45.0,Y450,NA,オピオイド類＜アヘン関連麻薬＞及び関連鎮痛薬,
Y40－Y59,Y45,Y45.1,Y451,NA,サリチル酸類,
Y40－Y59,Y45,Y45.2,Y452,NA,プロピオン酸誘導体,
Y40－Y59,Y45,Y45.3,Y453,NA,その他の非ステロイド系抗炎症薬［NSAID］,
Y40－Y59,Y45,Y45.4,Y454,NA,抗リウマチ薬,
Y40－Y59,Y45,Y45.5,Y455,NA,４-アミノフェノール誘導体,
Y40－Y59,Y45,Y45.8,Y458,NA,その他の鎮痛薬及び解熱薬,
Y40－Y59,Y45,Y45.9,Y459,NA,鎮痛薬，解熱薬及び抗炎症薬，詳細不明,
Y40－Y59,Y46,Y46,Y46,NA,抗てんかん薬及びパーキンソン病治療薬,
Y40－Y59,Y46,Y46.0,Y460,NA,コハク酸イミド類,
Y40－Y59,Y46,Y46.1,Y461,NA,オキサゾリジンジオン類,
Y40－Y59,Y46,Y46.2,Y462,NA,ヒダントイン誘導体,
Y40－Y59,Y46,Y46.3,Y463,NA,デオキシバルビツレート,
Y40－Y59,Y46,Y46.4,Y464,NA,イミノスチルベン類,
Y40－Y59,Y46,Y46.5,Y465,NA,バルプロ酸,
Y40－Y59,Y46,Y46.6,Y466,NA,その他及び詳細不明の抗てんかん薬,
Y40－Y59,Y46,Y46.7,Y467,NA,パーキンソン病治療薬,
Y40－Y59,Y46,Y46.8,Y468,NA,鎮けい＜痙＞薬,
Y40－Y59,Y47,Y47,Y47,NA,鎮静薬，催眠薬及び抗不安薬,
Y40－Y59,Y47,Y47.0,Y470,NA,バルビツレート，他に分類されないもの,
Y40－Y59,Y47,Y47.1,Y471,NA,ベンゾジアゼピン類,
Y40－Y59,Y47,Y47.2,Y472,NA,クロラール誘導体,
Y40－Y59,Y47,Y47.3,Y473,NA,パラアルデヒド,
Y40－Y59,Y47,Y47.4,Y474,NA,臭素化合物,
Y40－Y59,Y47,Y47.5,Y475,NA,鎮静薬と催眠薬の混合物，他に分類されないもの,
Y40－Y59,Y47,Y47.8,Y478,NA,その他の鎮静薬，催眠薬及び抗不安薬,
Y40－Y59,Y47,Y47.9,Y479,NA,鎮静薬，催眠薬及び抗不安薬，詳細不明,
Y40－Y59,Y48,Y48,Y48,NA,麻酔薬及び治療用ガス類,
Y40－Y59,Y48,Y48.0,Y480,NA,吸入麻酔薬,
Y40－Y59,Y48,Y48.1,Y481,NA,静注麻酔薬,
Y40－Y59,Y48,Y48.2,Y482,NA,その他及び詳細不明の全身麻酔薬,
Y40－Y59,Y48,Y48.3,Y483,NA,局所麻酔薬,
Y40－Y59,Y48,Y48.4,Y484,NA,麻酔薬，詳細不明,
Y40－Y59,Y48,Y48.5,Y485,NA,治療用ガス類,
Y40－Y59,Y49,Y49,Y49,NA,向精神薬，他に分類されないもの,
Y40－Y59,Y49,Y49.0,Y490,NA,三環系及び四環系抗うつ薬,
Y40－Y59,Y49,Y49.1,Y491,NA,モノアミンオキシダーゼ阻害性抗うつ薬,
Y40－Y59,Y49,Y49.2,Y492,NA,その他及び詳細不明の抗うつ薬,
Y40－Y59,Y49,Y49.3,Y493,NA,フェノチアジン系抗精神病薬及び神経抑制薬,
Y40－Y59,Y49,Y49.4,Y494,NA,ブチロフェノン系及びチオキサンテン系神経抑制薬,
Y40－Y59,Y49,Y49.5,Y495,NA,その他の抗精神病薬及び神経抑制薬,
Y40－Y59,Y49,Y49.6,Y496,NA,精神変容薬［幻覚発現薬］,
Y40－Y59,Y49,Y49.7,Y497,NA,乱用される可能性がある興奮薬,
Y40－Y59,Y49,Y49.8,Y498,NA,その他の向精神薬，他に分類されないもの,
Y40－Y59,Y49,Y49.9,Y499,NA,向精神薬，詳細不明,
Y40－Y59,Y50,Y50,Y50,NA,中枢神経系興奮薬，他に分類されないもの,
Y40－Y59,Y50,Y50.0,Y500,NA,興奮薬＜蘇生薬＞,
Y40－Y59,Y50,Y50.1,Y501,NA,オピオイド受容体拮抗薬,
Y40－Y59,Y50,Y50.2,Y502,NA,メチルキサンチン類，他に分類されないもの,
Y40－Y59,Y50,Y50.8,Y508,NA,その他の中枢神経系興奮薬,
Y40－Y59,Y50,Y50.9,Y509,NA,中枢神経系興奮薬，詳細不明,
Y40－Y59,Y51,Y51,Y51,NA,主として自律神経系に作用する薬物,
Y40－Y59,Y51,Y51.0,Y510,NA,コリンエステラーゼ阻害薬,
Y40－Y59,Y51,Y51.1,Y511,NA,その他の副交感神経興奮薬［コリン作動薬］,
Y40－Y59,Y51,Y51.2,Y512,NA,神経節遮断薬，他に分類されないもの,
Y40－Y59,Y51,Y51.3,Y513,NA,その他の副交感神経遮断薬［抗コリン及び抗ムスカリン作動薬］及び鎮けい＜痙＞薬，他に分類されないもの,
Y40－Y59,Y51,Y51.4,Y514,NA,アルファアドレナリン受容体作動薬，他に分類されないもの,
Y40－Y59,Y51,Y51.5,Y515,NA,ベータアドレナリン受容体作動薬，他に分類されないもの,
Y40－Y59,Y51,Y51.6,Y516,NA,アルファアドレナリン受容体拮抗薬，他に分類されないもの,
Y40－Y59,Y51,Y51.7,Y517,NA,ベータアドレナリン受容体拮抗薬，他に分類されないもの,
Y40－Y59,Y51,Y51.8,Y518,NA,中枢作動性及びアドレナリン作動性神経遮断薬，他に分類されないもの,
Y40－Y59,Y51,Y51.9,Y519,NA,主として自律神経系に作用するその他及び詳細不明の薬物,
Y40－Y59,Y52,Y52,Y52,NA,主として心血管系に作用する薬物,
Y40－Y59,Y52,Y52.0,Y520,NA,強心配糖体及び類似作用薬,
Y40－Y59,Y52,Y52.1,Y521,NA,カルシウムチャンネル遮断薬,
Y40－Y59,Y52,Y52.2,Y522,NA,その他の抗不整脈薬，他に分類されないもの,
Y40－Y59,Y52,Y52.3,Y523,NA,冠血管拡張薬，他に分類されないもの,
Y40－Y59,Y52,Y52.4,Y524,NA,アンギオテンシン変換酵素阻害薬,
Y40－Y59,Y52,Y52.5,Y525,NA,その他の抗高血圧薬，他に分類されないもの,
Y40－Y59,Y52,Y52.6,Y526,NA,高脂血症治療薬及び動脈硬化治療薬,
Y40－Y59,Y52,Y52.7,Y527,NA,末梢血管拡張薬,
Y40－Y59,Y52,Y52.8,Y528,NA,静脈瘤治療薬，硬化薬を含む,
Y40－Y59,Y52,Y52.9,Y529,NA,主として心血管系に作用するその他及び詳細不明の薬物,
Y40－Y59,Y53,Y53,Y53,NA,主として消化器系に作用する薬物,
Y40－Y59,Y53,Y53.0,Y530,NA,ヒスタミンH2受容体拮抗薬,
Y40－Y59,Y53,Y53.1,Y531,NA,その他の制酸薬及び胃液分泌抑制薬,
Y40－Y59,Y53,Y53.2,Y532,NA,刺激性緩下薬,
Y40－Y59,Y53,Y53.3,Y533,NA,塩類及び浸透圧性緩下薬,
Y40－Y59,Y53,Y53.4,Y534,NA,その他の緩下薬,
Y40－Y59,Y53,Y53.5,Y535,NA,消化薬,
Y40－Y59,Y53,Y53.6,Y536,NA,止しゃ薬,
Y40－Y59,Y53,Y53.7,Y537,NA,催吐薬,
Y40－Y59,Y53,Y53.8,Y538,NA,主として消化器系に作用するその他の薬物,
Y40－Y59,Y53,Y53.9,Y539,NA,主として消化器系に作用する薬物，詳細不明,
Y40－Y59,Y54,Y54,Y54,NA,主として水分調節，ミネラル＜鉱質＞及び尿酸代謝に作用する薬物,
Y40－Y59,Y54,Y54.0,Y540,NA,ミネラル＜鉱質＞コルチコイド類,
Y40－Y59,Y54,Y54.1,Y541,NA,ミネラル＜鉱質＞コルチコイド拮抗薬［アルドステロン拮抗薬］,
Y40－Y59,Y54,Y54.2,Y542,NA,炭酸脱水酵素阻害薬,
Y40－Y59,Y54,Y54.3,Y543,NA,ベンゾチアジアジン誘導体,
Y40－Y59,Y54,Y54.4,Y544,NA,ループ［high-ceiling］利尿薬,
Y40－Y59,Y54,Y54.5,Y545,NA,その他の利尿薬,
Y40－Y59,Y54,Y54.6,Y546,NA,電解質，カロリー及び水分の平衡薬,
Y40－Y59,Y54,Y54.7,Y547,NA,石灰化に作用する薬物,
Y40－Y59,Y54,Y54.8,Y548,NA,尿酸代謝に作用する薬物,
Y40－Y59,Y54,Y54.9,Y549,NA,ミネラル＜鉱質＞塩類，他に分類されないもの,
Y40－Y59,Y55,Y55,Y55,NA,主として平滑筋，骨格筋及び呼吸器系に作用する薬物,
Y40－Y59,Y55,Y55.0,Y550,NA,子宮収縮薬,
Y40－Y59,Y55,Y55.1,Y551,NA,骨格筋し＜弛＞緩薬［神経筋遮断薬］,
Y40－Y59,Y55,Y55.2,Y552,NA,主として筋肉に作用するその他及び詳細不明の薬物,
Y40－Y59,Y55,Y55.3,Y553,NA,鎮咳薬,
Y40－Y59,Y55,Y55.4,Y554,NA,去痰薬,
Y40－Y59,Y55,Y55.5,Y555,NA,抗感冒薬,
Y40－Y59,Y55,Y55.6,Y556,NA,抗喘息薬，他に分類されないもの,
Y40－Y59,Y55,Y55.7,Y557,NA,主として呼吸器系に作用するその他及び詳細不明の薬物,
